fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,Type,tS1,tS2,tS3,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,overplotting
7.4,0.3,0.49,8.2,0.055,49,188,0.9974,3.52,0.58,9.7,6,White,5.933251703,3.460258797,7.695932911,-1.256195554,-0.89440628,-0.107210129,1.926970756,0.667273369,-1.254984529,0.104052259,1.022628341,-0.360036544,-0.336364813,0.026752776,0
6.2,0.27,0.49,1.4,0.05,20,74,0.9931,3.32,0.44,9.8,6,White,-21.54621609,13.85016596,-10.36312276,0.454408686,0.60752708,-0.52448043,-0.59563691,0.248761192,-1.31091608,-0.761305328,0.609237011,-0.697351159,0.112430318,0.47010015,0
6.4,0.25,0.74,7.8,0.045,52,209,0.9956,3.21,0.42,9.2,6,White,-1.535192578,-5.630622008,22.95629131,-2.865993349,-0.351265293,-1.22405726,0.03980951,0.776381931,-0.986215525,0.151500397,1.424763167,-1.184520746,-0.353888191,0.331863451,1
6.8,0.21,0.74,1.2,0.047,25,111,0.9916,3.13,0.41,10.7,6,White,-8.205635295,-13.20899492,2.650525222,-0.70457605,1.441867546,-1.931971061,-1.431980662,0.67595425,-1.107437442,0.007671402,1.137325375,-0.789471627,-0.071307972,0.37070995,0
7,0.29,0.49,3.8,0.047,37,136,0.9938,2.95,0.4,9.4,6,White,13.57188998,-14.7952804,-12.6685806,-1.454638948,0.217696956,-0.78968741,-1.442896034,0.190924331,0.311953855,-0.402800138,0.05590775,-1.124236431,0.08154707,0.166431566,0
6.9,0.27,0.49,23.5,0.057,59,235,1.0024,2.98,0.47,8.6,5,White,-14.87655844,-0.308406353,23.9966153,-4.625798004,-3.357400621,-0.296039934,0.133885886,-1.150370029,0.205584763,0.858121577,0.33600159,0.606038868,-0.067438328,0.009011074,0
6.9,0.34,0.49,7.3,0.045,61,206,0.9957,3.09,0.4,9,6,White,-9.085744132,0.269811502,13.72189954,-2.711584125,-0.555645232,-0.080238158,-0.059973039,0.60698079,0.382155892,-0.067037268,0.643446827,-1.289917901,-0.006484634,0.08952704,0
9,0.17,0.49,1,0.039,46,131,0.993,3.09,0.51,10.5,7,White,5.788715599,-9.621733359,-18.49064865,-1.120819465,1.528856069,-1.321063323,0.05479642,0.45865939,0.103591172,-0.584608232,-0.070722174,-1.061357551,0.361398723,-0.193983606,0
7.1,0.28,0.49,6.5,0.041,28,111,0.9926,3.41,0.58,12.2,8,White,-11.19806578,-24.72967574,1.196829487,0.205455771,2.155146994,-1.333502345,1.824303433,-0.896004051,-0.411254652,0.014222366,1.016478175,-0.202247254,-0.385710655,0.318812015,0
7.8,0.49,0.49,7,0.043,29,149,0.9952,3.21,0.33,10,5,White,24.73345364,-9.161644494,-7.126198634,-0.817305736,-0.567557617,0.50158815,-1.157067366,0.041340045,-0.519461493,0.730232217,1.327793348,-0.642195233,-0.359889245,0.204640935,0
7.1,0.3,0.49,1.6,0.045,31,100,0.9942,3.4,0.59,10.2,5,White,-16.59520704,-13.7959067,-7.587490377,0.420393421,-0.048524381,-0.307757907,0.01216588,1.173354001,-1.59774879,0.394572415,0.305625868,-0.294779372,0.29596884,0.217138699,0
5.8,0.15,0.49,1.1,0.048,21,98,0.9929,3.19,0.48,9.2,5,White,-22.72625071,-12.20534887,4.379157733,-0.256932492,0.151924984,-0.602726713,-1.44432699,0.995272382,-1.490744019,-0.658218854,-0.303464877,-0.32600507,0.08237944,0.401188045,0
8.1,0.28,0.46,15.4,0.059,32,177,1.0004,3.27,0.58,9,4,White,22.70911319,6.818446307,11.31216222,-1.892754848,-2.973706942,0.051497842,-0.044417715,-0.042320979,-1.456922276,0.925360218,0.109343946,0.91684344,-0.328810378,0.044583813,0
6.6,0.26,0.31,4.8,0.138,41,168,0.9951,3.2,0.38,9.3,5,White,15.79784174,8.814156688,-3.785924089,-0.7477341,-1.416838951,0.16537195,-0.674622844,1.536132732,0.671043191,-1.510231233,0.970406501,0.794625159,-0.357890099,-0.182546075,0
7.6,0.32,0.34,18.35,0.054,44,197,1.0008,3.22,0.55,9,5,White,9.990962048,-6.895982962,16.18671775,-2.533779889,-2.769982712,0.494803323,0.757323223,-0.807468672,-0.38133828,0.623319282,0.006574518,0.677998002,-0.291214941,0.029898606,0
6.7,0.25,0.26,1.55,0.041,118.5,216,0.9949,3.55,0.63,9.4,3,White,-17.73929764,5.792003766,20.2472747,-2.285290832,-1.273977513,2.437750115,1.927458888,4.701179141,-0.657867862,1.094708898,-0.077163022,0.071676792,2.161475442,-0.239414909,0
8.5,0.32,0.36,14.9,0.041,47,190,0.9982,3.08,0.31,10,6,White,6.998574004,-3.310839038,10.75111108,-2.817138252,-0.822118893,0.545537519,-0.10778137,-1.227259682,0.44824468,0.140238289,0.768193583,0.042654488,-0.11686395,-0.308417059,0
6.7,0.31,0.42,6.4,0.057,25,148,0.9955,3.16,0.45,9.6,5,White,26.46326113,-10.12713324,-2.927101981,-0.816227206,-0.774845785,-0.012328539,-1.006520352,0.291976472,-0.573855979,0.037923457,0.199432655,-0.05996711,-0.427424289,0.025717013,0
7.9,0.18,0.37,3,0.061,25,178,0.995,3.22,0.51,10,6,White,22.14790705,-1.323092269,9.565299415,-0.720651058,0.160951229,-0.376907157,-0.031133808,0.560919445,-0.48164465,-0.716649556,-0.165544676,-0.1182762,-0.911742156,-0.531264825,0
7.6,0.2,0.39,2.6,0.044,30,180,0.9941,3.46,0.44,10.8,7,White,20.77890126,1.09105608,10.41808637,-0.504207696,1.341020239,0.038951942,1.241088528,0.263327438,-0.948359881,-0.841763361,0.837884448,-0.426117393,-0.949084477,-0.492517337,0
6.8,0.3,0.24,6.6,0.123,35,116,0.9953,3.07,0.48,9.4,5,White,-4.53767347,-26.33092024,-6.838890585,-0.247827669,-1.540382513,-0.034365323,-0.969560121,0.693373108,1.029356882,-1.072315433,-0.002028591,0.873443519,0.140774138,0.08580878,0
6.1,0.22,0.23,3.1,0.052,15,104,0.9948,3.14,0.42,8.7,5,White,-18.12876873,-9.241713407,13.82142072,-0.064441753,-0.610264357,0.706107684,-1.520736186,0.151016755,-0.700598132,-1.165488892,-0.890684805,-0.120479075,-0.174259411,0.01454996,0
6.6,0.22,0.58,1.1,0.133,52,136,0.9932,3.1,0.3,9.1,5,White,1.841252201,-1.797982957,-21.46901102,-1.24818509,-0.709391464,-1.013330044,-1.670013087,2.243972315,0.312692857,-1.508561515,1.700843756,-0.097752304,0.482534663,0.204270567,0
6.1,0.255,0.44,12.3,0.045,53,197,0.9967,3.24,0.54,9.5,6,White,-0.624057104,-3.041591888,11.58620527,-2.426311492,-0.840587532,-0.178021453,1.036077506,0.022102104,-0.270888316,0.196248787,0.261079393,-0.134895577,-0.187002054,0.279433287,0
6.4,0.28,0.19,5.4,0.042,67,181,0.99435,3.31,0.35,10.2,6,White,-7.023744314,1.47373299,-2.94961855,-1.670627229,0.491632421,1.686846357,0.8939637,0.786606969,0.495700133,-0.58519602,0.464478322,-0.265990184,0.502926371,-0.363100113,0
6.6,0.37,0.07,1.4,0.048,58,144,0.9922,3.17,0.38,10,5,White,1.057823743,1.506715533,-18.79755349,-0.522618433,0.359707599,2.162830905,-0.490136095,1.388790063,1.067941145,-0.389880097,-0.409562312,-0.224331555,0.684632934,-0.138852977,0
6.6,0.25,0.35,14,0.069,42,163,0.999,3.56,0.47,9.8,5,White,17.64849054,16.51726622,-10.30051787,-1.283137834,-1.794921679,0.962020727,1.414518336,-0.011919589,-1.503357467,-0.060122237,1.155919417,1.17812486,-0.060685262,-0.012836813,0
6.7,0.24,0.29,6.8,0.038,54,127,0.9932,3.33,0.46,11.6,7,White,-0.292108165,-7.036709173,-20.01956733,-0.825143303,1.608763902,0.307456328,1.405204587,-0.19022188,0.288529696,-0.264785854,0.55409221,0.112973904,0.586045649,-0.056043353,0
7.8,0.22,0.36,1.4,0.056,21,153,0.993,3.2,0.53,10.4,6,White,27.18931226,-7.140645729,1.454847792,-0.091312281,0.753083306,-0.414301307,-0.318118298,0.637959119,-0.322915739,-0.49848138,-0.303453218,-0.166748465,-0.811203299,-0.224924003,0
7.6,0.3,0.22,10.2,0.049,57,191,0.9966,3.08,0.4,9.3,6,White,-0.614270514,-0.029325646,6.548573549,-2.373970598,-0.737398714,0.947306748,0.222662389,-0.178321114,0.977474656,-0.483713829,-0.164401164,-0.296434544,0.100272418,-0.219776385,0
7.5,0.33,0.39,12.4,0.065,29,119,0.9974,3.16,0.39,9.4,5,White,-2.648332935,-28.8902917,1.734925694,-1.200535284,-1.561313695,0.240189836,-0.88465111,-0.689360065,-0.430719431,-0.062926665,0.581032843,0.452249358,0.11195812,0.287662974,0
6.7,0.27,0.3,13.9,0.029,34,131,0.9953,3.36,0.5,12,7,White,20.12332564,-17.5032638,-12.86348382,-0.845402424,0.996163532,0.185851135,1.611826943,-1.653461849,-0.190221605,0.411356399,0.57384474,0.851220705,-0.117981902,0.061619488,0
6.5,0.32,0.12,11.5,0.033,35,165,0.9974,3.22,0.32,9,5,White,26.91864329,7.714561012,-1.161072519,-1.570061409,-1.258604517,2.221219151,-0.406961329,-0.689544409,-0.215909709,-0.418174989,-0.251256941,0.249823738,-0.17636468,-0.165721508,0
7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3,7,White,18.67544443,12.93789528,-4.821182992,-1.244937367,0.721629411,0.591023117,0.662023455,-1.366901984,1.294548963,0.461470549,0.33839097,-0.249966974,-0.374164991,-0.081974767,0
6.9,0.18,0.33,1,0.054,24,164,0.9926,3.42,0.51,10.5,5,White,25.52348945,-2.811837154,5.326418413,0.104039494,0.590339291,0.548697232,-0.01809383,1.522751068,-1.311186262,-0.299762945,0.012454759,0.482170668,-0.763379219,-0.200927189,0
8.7,0.49,0.57,17.8,0.052,34,243,1.0007,2.98,0.82,9,5,White,-7.945675048,2.709225783,31.23711579,-2.581712336,-3.335500094,-1.496870336,0.388250614,-0.523317472,0.1977453,2.296006508,-0.612165584,-0.262043381,-1.3402566,0.317905572,0
10,0.91,0.42,1.6,0.056,34,181,0.9968,3.11,0.46,10,4,White,18.34192522,0.962136182,12.11086682,0.387686852,-1.992562643,1.088141553,-1.502008291,1.101306131,0.891071861,2.314959516,1.22193843,-1.785523498,-0.672243863,-0.366061638,0
7.1,0.25,0.3,2.4,0.042,25,122,0.994,3.43,0.61,10.5,6,White,2.473982903,-14.43722065,3.373177049,0.582065815,0.558551405,0.175864334,0.898015996,0.471461706,-1.055428038,-0.26826967,-0.301663055,-0.045664239,-0.325388791,-0.063362275,0
5.8,0.33,0.2,16.05,0.047,26,166,0.9976,3.09,0.46,8.9,5,White,32.59095649,4.679779654,-2.826455488,-1.756217047,-1.922314992,1.081210914,-0.553636598,-1.17162696,0.093732863,0.077906905,-0.665679863,0.679038078,-0.57702189,0.38344886,1
7.7,0.3,0.42,14.3,0.045,45,213,0.9991,3.18,0.63,9.2,5,White,1.793104852,-5.607410783,28.07782388,-2.444058418,-2.133176061,-0.097280297,0.636918409,-0.006948458,-0.457223156,0.955100031,-0.325714945,0.217608945,-0.475623019,0.008119538,0
7.2,0.24,0.4,17.85,0.049,50,185,1,3.34,0.42,9.6,5,White,4.607892301,-4.798351027,6.707673263,-2.736408201,-1.983755481,0.735814448,0.806522623,-0.634265592,-1.006254566,0.407954689,0.89778399,0.947238159,0.134782561,-0.053601279,0
7.5,0.29,0.67,8.1,0.037,53,166,0.9966,2.9,0.41,8.9,6,White,7.075914232,11.44372119,-8.193106318,-3.017072649,-0.647495193,-1.455405884,-1.113651783,-0.016323144,0.073151854,0.192434015,0.503456497,-1.547179546,0.399030846,0.155068709,0
7.9,0.26,0.33,10.3,0.039,73,212,0.9969,2.93,0.49,9.5,6,White,-14.2842204,2.663837583,16.26706586,-3.357873018,-0.662076769,0.051516141,0.26412025,0.22923259,1.348623908,0.185007078,-0.525579007,-0.587886607,0.513960395,-0.372588476,0
7.9,0.3,0.27,8.5,0.036,20,112,0.9939,2.96,0.46,11.7,6,White,-9.387095524,-21.85776491,10.28707576,-0.47326192,0.924739435,-0.166651257,-1.076364883,-1.200490224,0.774845492,0.496625421,-0.500246242,0.564861271,-0.129278515,-0.283371516,0
8.1,0.26,0.33,11.1,0.052,52.5,158,0.9976,3.03,0.49,10.2,7,White,5.334172474,15.45140015,-17.70731,-2.127721105,-0.257348086,-0.527147795,0.702017636,-1.028701267,1.062742564,-0.359809034,-0.065912668,-0.28460452,0.314035932,-0.416126361,0
7,0.27,0.32,6.8,0.047,47,193,0.9938,3.23,0.39,11.4,6,White,4.871391394,-1.725625235,15.74605741,-1.462650368,0.929270575,0.584951429,0.33914444,0.36397163,0.372575416,0.161747937,0.698452204,0.305025507,-0.326810847,-0.47993097,0
9.2,0.27,0.34,10.5,0.043,49,228,0.9974,3.04,0.41,10.4,6,White,-5.792888504,-1.589776215,29.54576743,-2.714409432,-0.353566635,0.225629462,0.074960064,-0.308550786,0.731224445,0.25922271,0.159143243,-0.055238627,-0.514876892,-0.845527423,0
6,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,5,White,-4.740243719,1.100491419,8.915136576,-1.764328054,-0.416705892,0.518246103,-1.145731646,1.880728699,0.878634395,0.249567847,0.302597948,-1.563676954,0.107747477,0.104191035,0
8.1,0.31,0.36,8.2,0.028,29,142,0.9925,3.01,0.34,13,7,White,20.1407012,-13.05310458,-5.608202838,-0.995784489,2.383177651,-0.331550439,-0.535314187,-1.364261022,1.080556681,0.626246991,0.698019705,0.308797796,-0.31026674,-0.51850707,0
8.5,0.17,0.31,1,0.024,13,91,0.993,2.79,0.37,10.1,5,White,-26.60958816,-0.422182017,9.902961087,-0.565874218,0.858271945,-0.1778522,-3.157399788,-0.166192673,0.047085491,-0.33773289,-1.411508352,-0.248695149,0.204188182,-0.475432397,0
7.6,0.2,0.31,1.4,0.047,41,142,0.9934,3.43,0.53,10.1,6,White,14.87733012,-3.294328032,-22.40323957,-0.173225251,0.690035741,0.437888737,0.93163506,1.109945812,-0.867592441,-0.726864358,-0.000448034,-0.246902534,-0.011034985,-0.066601329,0
6.8,0.28,0.37,7,0.057,35,208,0.9973,3.57,0.55,10.2,5,White,9.958243742,-2.669079953,28.05431702,-0.703909611,-0.980007552,0.80999351,1.378592092,1.028039364,-1.586965217,0.317612855,0.754366975,0.490053061,-0.919935479,-0.484086563,0
7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,8,White,-0.929833111,-8.309583,27.51828441,-3.050206577,-0.72870279,-0.297725342,1.828869325,-1.518658088,0.861405071,-1.449983751,0.046477086,-0.658499275,-0.537607749,-0.251359567,2
7,0.12,0.28,6.3,0.057,17,103,0.9957,3.5,0.44,9.6,5,White,-18.89607801,-15.41367344,12.99879917,0.128467398,-0.478142856,0.886284231,0.056103359,0.188556072,-2.077387957,-1.079573089,0.115177988,0.96209922,-0.129350431,0.015478999,0
6.8,0.31,0.09,1.4,0.04,56,145,0.9922,3.19,0.46,10,5,White,1.417472018,1.5213965,-18.84827809,-0.529737876,0.43667163,1.853797904,-0.227150899,1.464130823,0.691647587,-0.266957748,-0.829262356,-0.132829969,0.632938477,-0.104213057,0
7.2,0.15,0.39,1.8,0.043,21,159,0.9948,3.52,0.47,10,5,White,26.68211392,-5.141446172,1.733908697,-0.101329358,0.145566371,0.608963705,0.189960881,1.163513278,-2.256517986,-0.471197125,0.329278711,0.231358356,-0.697699709,-0.383635435,1
6.3,0.41,0.33,4.7,0.023,28,110,0.991,3.3,0.38,12.5,7,White,-11.56014154,-19.14619796,-0.043225542,0.358098048,2.490414237,0.417290249,0.311465521,-0.767329971,0.244369626,0.417939467,1.036694421,-0.237122251,-0.198925348,0.115304103,0
8,0.43,0.4,12.4,0.168,29,190,0.9991,3.07,0.64,9.2,5,White,19.4567353,-0.960868694,20.03485278,-0.743986607,-3.541299461,-1.308638592,-0.166971911,0.536562383,1.365448147,-0.284006908,0.700529998,1.166198458,-1.173070313,-0.003475315,0
6.5,0.25,0.2,1.4,0.024,29,101,0.9916,3.24,0.54,10.8,6,White,-18.43005267,-14.92788198,-4.181922459,0.445549177,1.464139712,0.609435347,-0.022294233,0.293323843,-0.190789516,-0.245400561,-0.922165164,-0.139273105,0.149690531,0.074514965,0
6.7,0.3,0.45,10.6,0.032,56,212,0.997,3.22,0.59,9.5,6,White,-3.875088571,-5.530603653,23.3373237,-2.444603561,-0.81250506,-0.197623231,1.169129635,0.243189757,-0.211717988,0.596304751,0.005343376,-0.626450924,-0.246558106,0.079491716,0
6.8,0.33,0.44,7,0.05,29,155,0.9955,3.14,0.42,9.5,5,White,27.18090923,-2.178490893,-4.940839569,-1.156508161,-0.768446941,0.090348219,-1.078781273,0.245689637,-0.518914736,0.171052767,0.322242911,-0.259808337,-0.357454675,0.092063804,0
6.8,0.21,0.27,18.15,0.042,41,146,1.0001,3.3,0.36,8.7,5,White,8.486839392,-3.820192995,-9.013352964,-2.428944778,-2.194331595,1.365127065,0.260170307,-1.278239608,-1.081158082,-0.391652949,0.254294974,0.896138672,0.357787882,0.161016459,0
6.6,0.22,0.28,4.9,0.042,51,180,0.9952,3.3,0.75,9.5,6,White,7.462401127,1.210242214,2.003855093,-0.972667039,-0.357038742,-0.048819924,1.646102359,1.068996174,-0.217689021,-0.056073695,-1.204888556,-0.358486193,-0.128293783,0.019838902,0
6.6,0.23,0.27,5.6,0.043,43,164,0.9953,3.27,0.76,9.5,5,White,16.66680706,8.143940395,-7.867212154,-0.671268655,-0.865608372,0.159512384,0.863478818,1.205792361,-0.532308614,0.39026742,-1.446512831,0.165040328,-0.059012185,0.099754895,0
6.8,0.36,0.32,1.6,0.039,10,124,0.9948,3.3,0.67,9.6,5,White,7.360993641,-17.79948391,19.40582182,0.931955878,-0.570332237,0.130576232,-0.29619197,0.606329127,-1.175197157,0.328325849,-0.955146309,-0.411820105,-0.765761522,0.063601792,0
8.7,0.15,0.3,1.6,0.046,29,130,0.9942,3.22,0.38,9.8,6,White,12.09398775,-24.61037281,-3.402972057,-0.572199308,0.684041965,0.338414074,-0.526050649,0.318298307,-0.606433197,-1.269713552,-0.157045859,-0.307744303,-0.079116838,-0.443002327,0
6.8,0.32,0.34,6,0.05,5,129,0.9953,3.19,0.4,9.1,5,White,5.491792045,-16.5318745,20.28440758,-0.136771501,-0.807528082,0.498984914,-1.490639518,-0.304433405,-0.996945154,-0.446986373,-0.096462897,-0.107301059,-0.903161266,0.166494594,0
6,0.16,0.3,6.7,0.043,43,153,0.9951,3.63,0.46,10.6,5,White,16.15358795,7.281819809,-20.79732185,-0.582246666,0.086275352,1.391519096,1.295459937,0.996425262,-1.88409518,-0.172637277,0.720909086,0.966302127,0.117508261,-0.164593619,0
6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,5,White,7.734213618,-5.78397915,-29.28139418,-2.207624698,-2.208177473,1.353970342,0.319620566,-1.092564471,-0.871717634,-0.480840899,0.273935398,0.916683972,0.54263025,0.063427107,0
6.8,0.25,0.27,10.7,0.076,47,154,0.9967,3.05,0.38,9,5,White,15.38905116,11.56625716,-21.79087986,-1.975445642,-1.489289056,0.620686516,-0.842652287,0.106786721,0.537251923,-0.665135026,-0.037478329,0.477551192,0.326820182,0.003706532,0
5.9,0.5,0.05,2.6,0.054,36,146,0.9948,3.43,0.5,9.2,6,White,17.18346065,-3.321615326,-12.70877073,0.696460091,-0.54307421,2.106468,1.046784885,0.411203273,0.316171967,-0.778528031,-0.202906563,-0.816914439,-0.447483585,0.054030618,0
7.9,0.18,0.36,5.9,0.058,31,132,0.995,3.25,0.52,10.9,6,White,14.69246078,-18.73292024,-3.182319869,-0.508602727,0.415257615,-0.397457823,0.263534352,0.061866341,-0.425305069,-0.304486841,0.067287404,0.50703322,-0.09091669,-0.355322365,0
8.2,0.21,0.32,10.65,0.053,53,145,0.9972,3.17,0.48,10.2,6,White,2.586328892,11.12780431,-26.05996471,-1.827103045,-0.483415023,0.053092441,0.591267027,-0.331862478,0.195596029,-0.232013008,0.060770624,0.342832973,0.606015711,-0.302259773,0
7,0.22,0.33,2.1,0.052,15,76,0.993,3.2,0.41,10.6,6,White,-27.17046058,9.54254503,-4.44987522,0.513926654,1.011570488,-0.130239649,-0.970850365,-0.212617999,-0.549562856,-0.865176244,0.02054136,0.046366243,0.02567282,-0.063893797,0
6,0.33,0.38,9.7,0.04,29,124,0.9954,3.47,0.48,11,6,White,2.93905318,-25.04988233,0.611530142,-0.208409839,0.186211185,0.419528396,0.998259602,-0.564491586,-1.101286523,0.324335411,0.971651353,0.394217298,-0.187354321,0.208977321,0
7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,7,White,-6.153449725,-1.635189791,29.63977116,-2.898279202,-0.906999553,-0.052429336,1.294825492,-0.813231024,0.496395987,-0.887202061,-0.228737973,-0.281415739,-0.756398771,-0.428489012,0
6.9,0.32,0.13,7.8,0.042,11,117,0.996,3.23,0.37,9.2,5,White,-5.421853137,-17.2858179,18.9409061,-0.047820225,-0.872414017,1.686423251,-1.035455885,-0.762415305,-0.620980597,-0.68320076,-0.527329358,0.31732848,-0.492909168,-0.024639191,0
6.4,0.33,0.24,9.8,0.041,29,109,0.9956,3.29,0.47,10.1,6,White,-14.06250753,-24.92691334,0.353635306,-0.336413638,-0.235307385,0.757603659,0.359470288,-0.906735608,-0.299594141,-0.231916046,-0.002348259,0.197238586,0.047111608,0.266773831,0
7.9,0.28,0.41,4.9,0.058,31,153,0.9966,3.27,0.51,9.7,6,White,21.08664571,-3.919408461,-11.72340258,-0.666117578,-0.484959455,-0.304025995,0.272367358,0.183177019,-0.609188092,-0.428396519,0.270991647,-0.460387229,-0.407158938,-0.320964679,0
6.4,0.24,0.23,7.3,0.069,31,157,0.9962,3.25,0.53,9.1,5,White,26.99972567,-1.682084329,-5.674299371,-0.711486189,-1.283824904,0.687038205,-0.06130483,0.50617851,-0.387239772,-0.605601963,-0.552883009,0.483697691,-0.382682724,-0.042288425,0
7.1,0.26,0.3,2,0.031,13,128,0.9917,3.19,0.49,11.4,5,White,8.621221843,-17.97310905,18.50542104,0.407015904,1.218118749,0.396117613,-1.161057745,0.499752717,-0.615392706,0.496273291,-0.49052406,0.477845541,-0.57751538,-0.200646396,0
7.8,0.3,0.37,1.3,0.051,16,96,0.9941,3.32,0.62,10,5,White,-25.15788984,-7.483813285,9.096893487,0.952021116,-0.208835783,-0.150819973,-0.405752112,0.797428216,-1.244774577,0.076027808,-0.455563124,-0.068506674,-0.193065698,0.132939004,0
8,0.45,0.28,10.8,0.051,25,157,0.9957,3.06,0.47,11.4,7,White,31.01800369,0.367353594,-3.325757758,-0.683605906,0.336301043,-0.145506196,0.21730634,-1.645656704,1.320215777,0.387803056,0.313039103,-0.053553224,-0.818820152,-0.282952206,0
8.4,0.2,0.31,2.8,0.054,16,89,0.99416,2.96,0.45,9.5,6,White,-31.72841623,-1.236315773,0.520441187,-0.224134304,0.24912306,-0.5635098,-1.634799685,-0.411911041,0.12544785,-1.122178915,-0.937103871,-0.37666372,-0.010480722,-0.106490525,0
7.2,0.29,0.18,8.2,0.042,41,180,0.99644,3.16,0.49,9.1,5,White,12.94760587,5.431854869,5.361450885,-1.447347554,-1.12959394,1.278329333,-0.148983118,0.289062298,0.065895135,-0.138629195,-0.83753582,0.049106095,-0.217015669,-0.200014462,0
7.4,0.2,0.29,1.7,0.047,16,100,0.99243,3.28,0.45,10.6,6,White,-20.61388142,-10.87748495,10.82889165,0.515801336,1.167227519,0.182136303,-0.467457274,0.113842108,-0.722335318,-0.843545041,-0.175459496,0.122558623,-0.291274152,-0.039539837,0
7.1,0.14,0.35,1.4,0.039,24,128,0.99212,2.97,0.68,10.4,5,White,10.76144822,-21.17090659,6.071077306,-0.322661568,0.618391507,-0.910951099,-1.27242518,1.048468315,-0.144627351,0.317118831,-1.856079969,0.222181173,-0.122933592,-0.05126228,0
6.6,0.19,0.43,10.9,0.045,53,154,0.99752,3.52,0.77,10.4,6,White,3.544127636,14.20597016,-21.79134035,-1.08009622,-0.72420653,-0.54853819,2.702304718,0.390198565,-1.333154421,0.559452527,-0.013572444,0.512539172,0.306999195,0.145950104,0
6.2,0.25,0.28,8.5,0.035,28,108,0.99486,3.4,0.42,10.4,6,White,-14.19430763,-24.29347905,0.464618319,-0.303348927,0.357488038,0.84577766,0.484963838,-0.65191461,-0.992854193,-0.435315622,0.361319144,0.351232485,0.057532686,0.192936734,0
6.4,0.16,0.25,1.3,0.047,20,77,0.9933,3.61,0.54,10.2,6,White,-26.09997937,10.1444677,-9.72603165,1.256942757,0.817108096,0.682268513,1.05765063,0.482578058,-1.91112773,-1.212425555,-0.050078878,0.296403338,0.030269839,0.185139843,0
7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,5,White,-14.21843088,2.439826892,14.30946144,-2.803701304,-2.226826422,0.376442187,1.014470594,0.117557779,0.922128984,1.145861067,-0.952785465,0.481067678,0.343832483,-0.100790024,0
6.9,0.28,0.31,7.2,0.04,47,168,0.9946,3.29,0.57,10.6,7,White,9.611386927,9.10640564,-5.186197296,-1.043725541,0.667743743,-0.029571827,1.570113758,-0.133637924,0.258151448,-0.174456898,-0.014312834,-0.36676208,-0.225616335,-0.026293196,0
7.5,0.42,0.2,1.4,0.06,15,168,0.9944,3.06,0.4,9.4,6,White,27.78640425,-4.515254827,9.194988767,-0.008109523,-0.138086435,0.711395605,-1.147038323,-0.022551141,0.770556727,-0.839747326,-0.392232868,-0.931667621,-1.246639692,-0.428935267,0
9.4,0.28,0.3,1.6,0.045,36,139,0.99534,3.11,0.49,9.3,5,White,12.75057758,-9.091360823,-11.57598592,-0.627714335,-0.49712029,0.414082761,-0.938050905,0.880996483,-0.213782562,-0.283383424,-0.708332041,-0.580377203,0.153427189,-0.402634351,0
8,0.2,0.3,8.1,0.037,42,130,0.99379,3.1,0.67,11.8,6,White,7.774702607,-13.1623554,-20.38512432,-0.783601853,0.893588258,-0.606879681,0.53259565,-0.074908867,0.470447958,0.792152925,-0.933666718,0.792569446,0.35641864,-0.169817852,0
6.9,0.35,0.55,11.95,0.038,22,111,0.99687,3.11,0.29,9.7,5,White,-9.385846823,-24.23676231,10.74424728,-1.490909258,-0.9291673,-0.114817776,-1.721951215,-1.07458415,-1.024027321,0.44024503,1.116343919,-0.089597426,0.087292318,0.341857778,0
6.8,0.26,0.22,4.8,0.041,110,198,0.99437,3.29,0.67,10.6,5,White,-17.74683929,5.690510595,19.89543411,-2.330301898,-0.089751859,1.179400389,2.164055964,2.772965414,1.01588347,0.925557926,-0.503199261,0.015347229,1.894553751,-0.309860696,0
7,0.23,0.26,7.2,0.041,21,90,0.99509,3.22,0.55,9.5,6,White,-19.26681852,-2.464995803,-5.089558114,-0.075968019,-0.194368786,0.098690383,-0.04045766,-0.675964641,-0.609520119,-0.682047411,-0.84603399,0.027639837,0.045229708,0.35097388,0
6.1,0.28,0.16,1.3,0.06,36,126,0.99353,3.13,0.46,8.7,6,White,9.403650279,-23.94776402,-11.52855172,-0.26399837,-0.097075183,0.776796538,-0.470428916,0.564717833,0.526689686,-1.512798359,-0.898707137,-0.773786091,0.010312227,0.104048466,0
8.1,0.25,0.34,10.1,0.05,30,121,0.99724,3.17,0.49,10.1,6,White,-2.68952487,-28.59867826,1.473107768,-0.971745854,-0.550919414,-0.186256003,0.041627768,-0.915271015,-0.271362948,-0.230606852,-0.061784835,0.250909838,0.079585094,-0.178837772,0
